1.3908,4.4204,-3.158,3.4256,3.0346,8.5506,-9.1009,2.6618,-1.2806,8.6389,5.0417,11.546,5.9508,8.7289,-6.9627,13.875,-12.938,0.83364,6.5242,-8.0485,4.1847,4.9674,1.6525,-6.1989,3.5881,5.1776,3.2769,3.8537,-14.126,10.432,2.8448,-3.9905,-5.7092,-6.035,-0.38993,-3.2395,6.5996,-1.514,-2.963,1.3811,5.3322,4.0987,-5.8437,-2.9673,-3.2599,2.3315,-10.446,9.9784,5.2589,-2.5808
-2.8686,-1.304,8.5599,-13.448,8.0872,-2.837,9.8211,-4.5363,8.0728,3.747,-14.36,-9.3217,6.9128,12.177,-12.769,16.066,-5.8691,-14.321,-7.4168,1.777,-6.5627,12.437,-1.7882,3.0024,-11.197,7.9388,-3.087,4.1069,-5.076,-9.4448,1.9388,2.5059,-1.445,-9.9061,1.6413,6.5114,4.1157,-12.722,2.7517,3.3823,1.232,14.209,7.7912,2.2154,-12.828,3.2755,-4.2975,-7.723,0.050951,-3.76
5.5583,6.8347,-2.5918,3.9323,3.8465,-3.182,-4.482,-5.7044,6.3614,1.3411,3.0777,-18.87,0.95589,5.1357,3.3498,7.017,-5.2565,5.5655,0.52009,3.8535,-8.272,2.419,9.8327,-5.686,-9.4209,-2.6608,7.0362,10.659,-7.0292,2.7011,12.255,1.166,-6.6286,2.6501,-6.3253,-0.23371,-10.717,-0.61828,2.088,2.6716,14.943,3.8275,-9.6975,1.6245,-2.3564,-3.7549,-7.1222,3.162,-2.2762,-5.6678
2.6477,-0.62855,-10.001,7.9808,8.5683,-2.6677,-7.4221,-5.1367,5.6014,-6.3015,-7.4293,-8.0621,-0.64294,7.9032,5.0983,2.6473,-2.3133,7.3555,-1.913,2.0672,3.3227,-5.6104,6.4268,1.1047,-8.9104,-12.134,3.6626,-3.6915,3.6189,-2.9626,1.5862,3.6174,-2.9531,-8.0872,13.414,-10.836,2.5385,-6.4545,8.296,-0.79302,5.6269,8.5068,1.6949,5.6784,1.6982,-0.17188,3.2918,3.8951,-0.84681,-1.3697
3.0002,-3.9321,-2.7026,-10.564,11.245,-8.5107,4.9768,-13.213,17.496,-5.2421,-3.7471,-1.925,3.7576,4.564,6.8341,7.2888,-9.2343,-4.5352,-4.3743,-1.0802,-6.6901,7.4423,-0.67429,-3.0944,7.9268,7.9566,-8.9555,0.83313,9.2984,-7.8311,0.075753,-4.887,1.9106,-3.7872,3.0896,-8.4213,-3.3549,1.3068,-2.7814,-2.7374,-1.3626,4.0524,0.68253,0.86828,-2.4784,-4.5226,-1.2946,7.1759,-7.3195,1.4013
-0.45509,-13.025,3.0584,-5.9293,-13.935,2.8513,4.4593,-8.6471,-0.86888,0.34948,13.666,-9.5365,4.0029,3.7046,-4.7652,0.43914,1.9562,3.3934,1.2626,-4.108,5.0946,-0.44216,5.9821,-8.984,-13.481,0.1606,13.722,-4.5107,7.9,7.8315,8.6315,8.6129,-8.6815,-3.2962,16.004,-5.4656,2.9453,-1.1125,-9.5,10.311,3.5021,-4.5327,-4.2643,-4.8718,6.3584,14.067,-5.6219,-3.1175,-7.9707,5.1972
-1.6418,9.5408,1.4918,-5.5234,-6.7913,-0.67651,3.549,-3.807,7.2259,2.9848,0.61881,7.4874,5.5681,-3.6062,-2.1529,10.424,-11.852,-4.6552,-5.0501,11.027,-10.868,4.0718,-2.0694,0.84858,2.0333,9.5667,10.674,-11.298,-7.7812,-4.2556,-3.7751,-6.1883,-7.861,4.1051,-8.3677,7.9413,-7.646,-8.7524,-2.9374,10.285,-7.2763,-6.537,-1.534,1.7866,-2.7119,4.1993,-13.049,4.5483,-3.1908,-7.7559
3.0038,5.2832,1.7813,2.7409,2.1889,-5.9727,-1.7383,5.7121,-2.4389,13.46,-5.8203,3.7711,3.75,2.1712,-17.906,-1.1596,2.76,5.088,-3.893,4.8666,14.323,-4.6012,8.678,-4.2049,3.5096,-4.2213,7.9309,3.4827,1.8954,-3.7286,11.134,-3.3337,0.42745,-1.4866,1.1842,-4.7258,-10.969,-0.71689,3.0698,7.1996,5.3718,13.834,-5.2181,-7.026,0.68372,-4.3129,-9.561,9.38,1.3246,-4.0662
-0.97474,2.2869,-8.6129,-5.8258,-10.002,-0.53411,17.841,-1.5963,-3.053,0.71634,-9.428,-5.6545,3.968,10.185,-5.6192,-7.8681,6.5673,-6.3397,4.301,5.1416,5.9559,-7.5065,2.9393,0.86266,0.94077,5.0635,0.072028,-3.9667,18.79,-8.2621,-0.66702,-2.7821,0.94785,-4.704,5.075,-0.75742,-6.2526,-1.2898,-1.584,0.9945,-6.7107,1.1616,-2.0752,-1.7319,0.73525,10.259,-3.8734,-4.5973,1.1758,-4.3727
-2.7491,4.318,-9.0844,5.4691,2.6559,-7.6824,-2.8547,11.444,-16.001,-3.6884,11.845,13.485,-1.0436,3.401,7.3445,-2.6828,-6.5274,-16.19,-7.9459,4.9705,-2.4425,-3.1057,-1.7351,0.61849,-5.1538,0.097403,-7.0805,5.7785,7.1748,2.2792,-6.2433,-4.6163,3.19,15.197,-3.0789,-6.7348,3.2431,1.7263,5.314,-14.424,-12.263,0.56198,-5.9215,-5.5478,2.7936,-9.7002,4.2019,22.542,-4.2201,7.1595
-7.1033,-0.69595,4.7306,-5.7446,-5.3601,6.0954,6.6517,6.2595,-2.9918,-5.1527,19.103,6.01,2.8838,-1.3023,7.4238,-6.5616,-2.7613,0.16341,1.8043,-0.17571,1.7596,-3.5168,-1.2213,0.41718,-9.8864,10.144,10.111,3.5581,0.51911,0.28615,0.82564,-18.866,0.34963,17.776,-8.7441,3.0897,12.37,-1.3517,-2.6711,-7.1984,-10.841,-3.9756,-1.1095,13.344,1.8788,-11.895,3.331,-0.41697,2.6602,2.6003
-5.8866,-11.806,4.56,7.076,0.071384,-7.5677,-4.7584,-13.62,8.3948,-9.7576,3.6477,4.2541,8.4433,-15.05,13.325,-12.291,14.999,6.6199,2.5915,-4.1014,16.71,-5.1769,2.6226,-1.9932,7.9446,-12.711,9.1806,4.0003,11.992,-8.5233,-3.7056,2.4148,5.6474,7.7658,7.7156,-10.573,2.1191,3.1084,10.761,-6.8871,-12.087,-2.605,0.46083,-3.3241,7.6818,-11.856,15.354,2.3853,-2.7604,2.1051
4.2483,6.7177,-1.6679,5.6345,-6.1786,-0.34848,-6.7563,0.707,-8.8302,6.5854,-7.0008,5.8362,5.9815,-0.89131,-14.111,-0.70844,-0.13841,6.2828,12.204,12.386,9.8791,-0.42926,1.5244,-8.5708,-2.6994,2.7137,-10.71,-3.3724,-3.0582,4.1085,10.109,18.859,-2.1338,-2.2113,1.5877,-0.85125,-4.9583,-12.831,1.5331,3.8256,17.527,8.2076,4.7294,-0.16153,-4.9277,2.8563,-19.128,1.0477,3.4564,-4.2349
8.1417,-2.935,-1.4661,-9.3338,5.6597,16.693,8.7856,15.108,7.2028,-14.246,-7.644,0.23499,5.9676,14.851,-8.9979,9.907,2.3844,6.3564,5.1283,-16.52,2.3142,-7.3137,12.434,0.31628,-3.9523,-4.9294,6.4467,-3.66,7.2394,1.9795,0.070298,-3.2794,-5.5674,-6.3569,-3.6676,2.1706,-11.738,8.3447,-8.735,-1.5993,2.9085,1.3703,13.108,-5.7775,0.90977,13.394,2.4367,-3.4719,8.4828,0.97072
2.1477,1.6975,-6.2402,-0.085948,10.815,-13.652,5.8566,-9.1625,-9.1821,2.7818,-9.6906,1.7303,3.8408,1.804,-4.7119,10.541,-6.3921,-2.7442,-5.2187,4.6751,0.6454,-1.8618,-8.0183,-1.7548,0.17223,5.864,-8.3476,-8.2082,9.5411,-10.955,8.2327,-0.096777,5.2663,9.6178,13.37,0.067058,-5.766,-3.2321,3.702,2.344,1.0196,2.6692,4.2117,5.1662,1.5813,-7.9075,9.7014,-0.25249,-8.2176,5.833
2.5133,2.9052,-0.22506,4.272,-14.83,2.9697,-1.2892,-6.4638,3.066,-3.9263,0.62862,3.8625,2.6931,-8.9388,7.904,-3.6988,3.2496,9.6837,11.744,2.4431,12.317,-4.908,12.696,-2.3732,4.1973,-16.724,0.30408,3.1581,-9.2913,-12.25,6.1231,4.927,-3.3923,-1.8846,1.6978,-1.903,2.3561,-2.9133,-6.0565,-0.43084,0.37995,-1.0317,2.9605,9.2891,4.8513,2.8532,-3.3502,-3.5664,-10.447,-0.26097
