1.4147,1.5281,0.48743,0.17523,0.16052,-0.49085,-1.1676,-1.6839,-1.3822,-1.2964,0.24358,0.1232,0.077051,0.41123,-0.1682,-1.4225,-1.4371,-1.2222,-1.629,-0.67279,-0.21294,-0.16817,0.7679,-0.47316,-0.19849,1.5894,1.6929,0.82832,0.37143,1.268,0.93936,1.897,1.8544,0.047395,-0.20813,0.13141,-0.24502,-0.09837,-0.56132,-0.21564,-1.6174,-1.2214,-0.31027,0.019633,-0.79331,-0.35881,0.10818,0.87447,0.43427,0.17845,-0.068405,-0.25377,0.65698,0.74246,0.64016,-0.50593,0.2535,0.75959,0.50137,0.58532,0.16968,0.21309,0.46802,0.61135,0.63605,0.60963,1.2201,0.50203,-0.080754,-0.38734,-0.041624,0.61374,-0.25664,-0.11502,0.078905,1.0376,1.9959,1.6552,2.4373,1.8794,0.47257,-0.1183,0.10084,0.20969,0.016438,0.1299,0.28698,0.71355,0.95024,0.96923,0.2581,0.18272,0.78581,0.12394,-0.3077,-0.62137,-0.4979,-1.0935,-0.3812,0.049946,0.47121,-0.086993,0.31195,-0.64805,-1.4967,0.047246,0.18817,0.09416,0.07487,-1.502,-1.2899,-1.5205,0.25178,0.45787,-0.7843,-0.53233,-1.5871,-2.0573,-1.6226,-1.8745
0.23385,-0.58979,-1.0367,-0.79336,0.64252,0.67755,0.0092635,-0.61693,0.043136,0.56402,-0.0086623,0.70031,0.44699,0.036246,-0.61974,0.4183,0.56653,0.80361,-0.16196,-0.53235,-1.031,-1.0029,0.15043,0.95565,-1.4034,-0.94747,-0.061377,-0.11979,-0.72207,-1.2743,-1.1145,-1.1314,0.23061,0.34413,0.61334,-0.24509,-0.49203,0.20957,-0.48496,-0.66311,1.5942,0.54148,0.17453,0.71837,0.35782,0.95742,0.99996,-0.35854,0.33048,0.02641,-0.2946,-0.96823,0.2546,-0.62469,-1.7759,-2.2909,-1.9712,-1.7812,-1.445,-1.9233,-1.3156,-1.6502,-2.4303,-1.1782,-0.2931,0.54519,0.31961,-0.12688,0.32532,0.83631,1.4112,1.0054,0.92171,0.52932,-1.1074,-0.033656,0.11858,0.643,1.0393,-0.097557,-0.092866,-0.83421,-0.15374,-1.1728,-0.79888,-0.29438,0.45267,0.71092,-0.076035,-0.83712,-1.9304,-0.7815,0.4384,-0.44857,-0.056812,0.82113,1.3369,0.27546,1.3838,0.3458,-0.55766,-0.65501,0.13367,0.44735,-0.24118,0.60333,1.6846,0.98433,0.08839,-0.37429,-0.15759,0.50628,0.35841,-0.056427,1.0255,1.2219,0.96884,0.95557,0.97027,0.46378
-0.33637,-0.74212,-0.61503,-0.22644,1.3201,1.9624,0.17701,-0.24018,0.40689,-0.611,-1.558,-1.2116,0.13246,1.0304,-0.069848,0.78173,0.54989,0.0047951,-0.80232,-1.7036,-1.4412,-1.2642,-1.6471,-2.1946,-1.3382,-0.96156,-1.4672,-1.0104,-1.5851,-2.1691,-1.7056,-1.0087,-0.29981,-0.88815,-1.2152,-0.25277,-0.45526,0.076343,-0.013226,0.075462,0.044675,-0.63911,-0.56238,-1.11,-0.72891,-0.0030778,0.8098,0.27237,-0.26637,-0.42348,-1.8895,-0.74177,-0.39456,-1.1251,-0.52384,-0.11161,0.011717,0.17027,-0.808,0.64409,0.20234,-0.0050822,0.057808,-1.4021,-2.2774,-1.39,-0.24936,0.3359,-0.21851,0.27232,0.18628,-0.18956,-0.10185,-0.70538,0.76302,-0.10455,-0.45932,-0.85401,-1.4449,-1.6314,-1.6848,-0.55589,-0.45843,0.86752,0.34256,0.28635,0.37186,0.73773,0.54873,1.107,0.51887,1.6498,2.058,1.525,-0.14961,-0.045218,-0.14382,0.46032,0.071783,-0.98367,-0.41935,-0.39859,0.1631,-0.60426,-1.0655,-0.76996,-0.30353,0.43554,1.2152,0.67041,0.087068,-0.061816,0.83813,1.9472,0.62409,0.48969,1.6236,0.38823,-0.87373,-0.81036
-0.60435,0.2989,1.3189,-0.27752,0.37986,0.20083,-0.27149,-0.64115,0.65397,0.47304,0.28994,-0.86838,-1.6448,-1.5966,-0.7869,-0.91479,1.2547,0.58017,0.31397,1.2954,1.5483,1.3207,1.7532,-0.68426,-0.76083,-0.86105,-1.0588,-1.314,1.0707,0.053336,-1.432,-1.5883,-0.66207,-0.11997,-0.33521,-0.059382,-0.27744,-0.27889,-0.16714,-0.219,0.13164,0.64653,-0.21669,-0.65471,0.61232,0.79006,0.84025,0.19795,0.33775,-0.026788,0.91164,0.53014,-1.235,-0.88366,0.19942,0.43082,0.32991,0.026187,-0.053617,0.27318,1.1116,2.0275,2.3125,1.8657,0.53162,-0.80872,-1.1094,-1.8085,-0.44858,0.58645,1.031,0.30532,-0.24284,-0.16861,-0.34205,0.43994,1.9061,1.1996,0.3772,-0.40346,-0.46319,-0.43251,-0.2139,0.11191,-1.1251,-1.7133,-3.0733,-0.81149,-0.52607,0.57483,-0.55571,-0.19522,-2.042,-0.040434,-0.62015,-1.4022,-1.621,0.21735,-0.043433,0.80162,-0.47021,0.58984,0.64764,0.12317,0.95046,1.5526,1.1353,0.38452,0.40246,1.854,-0.27265,-1.433,-0.41259,-0.85182,0.35972,1.3267,0.58071,1.7035,0.3178,0.18409
-0.15857,-0.1808,-0.14723,0.47978,0.98835,0.23805,0.44922,0.59622,0.80645,0.75366,1.1257,-1.043,-0.53004,0.082058,0.16564,0.28513,0.79477,1.0924,1.0218,0.53739,-0.5998,-1.202,-0.66564,-0.16036,0.09115,-1.409,0.14858,1.1741,1.2532,-0.46184,-0.27003,-0.032216,-0.077376,-0.028423,-0.026232,1.4748,0.41638,0.65982,0.059249,0.027069,0.20652,0.64637,1.2842,1.6756,2.0523,2.2971,2.4648,2.6121,1.7825,1.1367,0.021469,0.89614,2.2532,1.3345,-0.28569,-1.4442,-1.8329,-0.089913,0.42486,1.5917,0.1902,0.05424,0.11297,-0.63285,-0.1912,-0.70936,-1.5337,0.63048,0.97317,0.79925,0.19457,-1.0242,-0.60539,-0.37578,-0.13069,-0.32406,0.83322,1.5683,1.1527,1.4672,0.69456,0.41886,0.22479,0.53321,-0.64758,-0.81951,-0.038527,0.38884,-1.3323,-2.3027,-1.7389,-1.1056,-1.6361,-1.9541,0.52173,-0.57645,-0.79341,-0.3097,-0.23725,-0.56513,-0.062123,0.22576,0.91594,0.86336,0.31723,0.56559,1.2686,2.1339,1.5274,0.36169,-0.02173,1.4463,1.6992,2.0519,0.72086,0.59366,0.05767,0.28969,0.78751,-0.4709
-0.85578,-1.0207,-0.94173,-0.73843,-1.4582,-1.569,-0.046834,-0.27683,-0.79105,-0.4559,-0.47571,-0.46375,-0.12959,-0.97072,-0.68812,0.04102,1.6752,0.85666,0.62177,-1.5342,-0.049612,-1.3944,-0.82598,-0.19482,0.20459,-0.95294,0.4343,1.1436,1.1975,1.399,0.62784,0.020118,0.95875,0.027991,0.35148,1.3015,1.4222,0.50653,0.81258,0.5393,1.0268,0.50673,0.1209,0.68565,0.079961,-0.15875,-0.14006,-1.8738,-0.26666,1.2294,0.60159,2.1387,1.8568,1.2995,0.47574,0.57273,0.18375,0.80194,0.60675,-0.33192,0.046216,1.3886,0.48044,1.6455,1.1581,1.4084,1.6244,0.3313,-0.028552,-0.289,0.98277,1.751,1.2892,1.4661,1.2761,0.32506,-0.20142,-0.23222,0.051895,-1.1067,-1.3195,-1.0939,-2.2674,-2.4692,-3.5797,-3.2926,-1.6349,-1.7386,-2.0106,-1.7175,-2.5266,0.8139,0.059568,-0.32952,-0.84847,-1.2914,-0.72239,-1.1735,-0.63927,-1.0423,0.47023,0.74196,0.97664,0.091589,1.5503,0.62693,-0.073311,0.28661,0.065231,-1.0331,-0.56604,0.86282,0.043899,0.81883,1.0066,1.0852,0.70555,1.0885,1.8429,0.9099
0.64886,0.29988,0.50466,0.27289,0.044986,0.22295,0.45196,0.13919,0.1415,-1.1576,-1.3737,0.18143,-1.7801,-1.824,-0.69028,-0.29371,-0.86773,0.046785,-0.12346,-0.95065,-1.3119,-0.65991,-0.42505,-0.48425,-0.61914,-0.44099,-0.6065,0.83728,-0.17597,-0.67032,0.11524,-0.060244,-1.9235,-0.85276,-1.6121,-0.13208,0.40463,0.27348,0.45111,1.0547,0.27653,0.28643,0.58597,1.1714,0.43706,0.32307,-0.33745,-0.85896,-1.0712,-0.66248,-0.50249,-0.068062,0.29503,-0.67752,-0.081758,-0.64736,0.20095,0.011905,0.74215,-0.23238,0.85739,0.27843,-0.46862,-0.53409,-0.17765,-0.96949,-0.029278,0.24898,0.75173,0.72965,0.23268,-0.20665,-0.78253,-0.97356,-0.89549,-1.0256,-1.9731,-1.4585,-1.2324,-0.5575,-0.55083,1.0651,0.40807,-0.39237,-0.11264,-1.366,0.65158,-0.45479,1.0779,0.10877,-0.6721,-1.0792,-0.12527,0.33897,0.21242,-0.53706,-1.0213,0.080622,0.71731,-0.19753,-0.69948,-1.0414,-0.17616,0.21449,-0.31953,-1.3012,-1.7849,-1.9302,-1.9984,-0.89745,-0.61438,-1.1223,0.59611,1.7851,2.7724,0.89587,0.356,-0.029115,-0.29672,-0.6008
-0.11792,0.71724,-0.14196,-0.59306,-1.6038,-1.4544,-1.1245,0.24988,0.54075,0.066652,0.40441,-0.28827,0.073473,0.22094,1.2833,2.2565,0.88727,1.506,0.73807,-0.57607,-1.4728,-0.81923,-1.0313,-0.85915,-0.39353,0.099819,0.62904,1.4327,2.6672,2.0751,2.3806,1.6735,1.1443,0.74008,-0.33669,-0.57782,-1.8265,-1.0591,0.27647,0.23173,1.0795,-0.047227,0.21287,-0.18969,-0.95227,-1.0815,-1.5249,-2.3911,-0.93741,-0.62372,1.0635,0.17486,0.58928,-0.18288,-0.46807,-1.5427,-0.92662,-1.7498,-0.69544,-0.47135,-1.0676,-1.7311,-2.2172,-2.7899,-1.2085,0.49988,0.23299,1.6241,0.28879,-0.63453,-0.83638,-0.60514,-0.13356,-0.019517,1.1822,0.60209,0.2251,-0.064594,-1.0337,-0.58554,0.11774,1.2328,1.1105,0.79695,0.12245,0.34115,0.45393,0.38605,-0.80881,0.28014,-0.11181,-0.081625,0.68236,-0.87777,-0.45842,-0.85116,-0.94459,-0.48112,-0.34787,-0.78755,-0.51305,-0.42214,0.31227,0.10415,0.15987,0.84455,0.77974,-0.30755,-0.66705,-1.8695,-2.4126,-1.5079,-0.58094,0.2798,-0.78014,-0.19897,0.43638,0.85076,0.66786,0.068556
0.12822,0.49378,1.4142,1.0679,1.1407,0.29659,-1.1224,-0.63242,-0.36003,-0.81726,-0.479,-0.079393,0.13516,0.92069,0.3137,-0.40214,0.059426,-1.1228,-1.2023,-1.1168,-0.34588,-0.055942,-1.9394,-1.3668,-0.75406,0.097936,-0.64195,0.87565,1.8404,0.65465,-0.30089,-0.98432,-1.7616,-0.64864,-1.2261,-1.1595,-0.99025,-0.026284,-0.36988,-0.56699,-1.4357,-1.1929,-2.1535,-1.2603,-1.5138,-1.0659,-0.33505,0.10997,-0.5544,-0.18965,-0.073583,0.97742,-0.011215,-0.017085,-0.17014,-0.41937,-1.7324,-0.67188,-1.3888,-2.7309,-1.6702,-1.474,-1.2309,-1.2944,-0.99402,-0.46803,-1.3835,-0.85898,-0.19836,-0.61632,-1.2438,0.36476,1.7702,0.32299,-0.2607,-0.65019,-1.2846,-0.2619,1.4128,1.146,-0.20985,-1.3848,-0.68416,0.1421,-0.84251,-0.18736,0.67323,1.3265,0.79344,1.0978,0.2939,-0.33505,-0.3901,0.12028,-0.18805,-0.18203,0.091656,-0.60129,-0.21662,-0.36,-0.73493,-1.2386,-0.50166,-1.1946,-0.06525,-0.69447,-0.53568,0.72992,1.3093,1.0239,1.4705,1.747,1.7633,1.3766,0.84607,0.31192,-0.26569,-0.33769,-0.17679,0.033297
-0.54606,1.083,0.73386,1.4108,1.8491,1.1203,0.64222,-0.057104,-0.43883,-1.9081,-1.588,-0.9564,-0.79604,0.11738,0.26262,0.61256,0.77625,-0.30914,0.25084,0.85264,0.24318,-0.51258,-0.18997,-0.32426,-0.4,-0.34883,-0.99025,-0.84738,0.91546,0.067194,-0.031412,1.4019,2.4969,1.2334,0.77785,0.82894,0.99674,-0.56926,-0.31629,-0.41838,-0.66481,-0.87869,0.059562,0.035831,-1.374,-1.0251,0.092589,0.43118,-1.358,-1.5972,-2.0106,-1.8001,-1.678,-1.618,0.38313,0.79226,0.01556,-0.51311,0.18396,0.80711,-0.37549,-0.64796,-0.91012,-0.98212,0.088731,-0.25219,-0.93178,-0.46417,-0.24458,-0.18353,0.31368,-0.47385,-0.40821,-0.5379,1.3232,0.54503,-0.50841,-1.0226,-0.41576,1.1457,0.2823,0.13538,0.8611,0.12017,0.80265,0.19758,0.9172,0.26103,0.26319,0.67139,0.038285,-0.56102,-0.16879,0.20575,0.66454,0.62222,1.1258,0.41283,0.23588,0.49327,0.53954,0.97736,-0.44859,0.28927,0.64577,0.11495,-0.38318,-0.29755,-0.4742,-1.0506,-0.70645,0.24619,-1.0157,-0.50249,-1.0969,-0.51385,-0.33128,-0.34936,0.045948,-0.18122
